active_power,ambient_temp,wind_speed,wind_direction,sd_wd,turbulence_intensity
0.864682148,-4.393333333,9.560333333,56.93633333,0.778527059,0.090237611
0.850118127,-4.371797753,9.48258427,57.13426966,0.89145806,0.086790386
0.920469815,-4.366666667,9.951944444,56.91583333,0.709294922,0.102345372
0.90074675,-4.2775,9.874375,56.862875,0.698642796,0.073845294
0.775199101,-4.354831461,9.004494382,56.99606742,0.837148322,0.080815625
0.685797259,-4.321777778,8.771555556,56.84066667,0.64695449,0.08169648
0.559907407,-4.320777778,8.559,57.032,0.84092405,0.07372303
0.418883745,-4.223483146,7.790674157,56.87168539,0.66248025,0.073848029
0.393843185,-4.041,7.536444444,59.34166667,4.180405402,0.095322791
0.490511778,-3.853111111,8.218111111,66.48922222,0.396703347,0.097041005
0.498671037,-3.680666667,8.243333333,66.54377778,0.493714601,0.094288717
0.498813407,-3.534222222,8.048555556,66.47555556,0.378424027,0.091361933
0.593742547,-3.453932584,8.602359551,66.47674157,0.332985037,0.090386562
0.601625852,-3.308444444,8.529222222,66.51644444,0.466963202,0.075977132
0.551961818,-3.202272727,8.305,66.54727273,0.573204707,0.07708252
0.445593333,-2.4,8.155,66.38,0,0.076998621
0.50154062,-1.868139535,7.978837209,71.31860465,0.187573242,0.166155263
0.499620741,-1.851111111,8.142222222,68.15333333,2.385759837,0.079941535
0.161362222,-0.496666667,5.571111111,69.51888889,3.533731896,0.099315321
0.106331185,-0.56,4.917333333,63.45677778,6.318643331,0.107534932
0.074874519,-0.753777778,4.321555556,46.45033333,5.545338451,0.0868375
0.095112917,-0.821875,5.058125,34.56375,0.420124981,0.063349834
0.339862667,4.61,7.136,68.83,0,0.065551279
0.362447444,4.617333333,7.334333333,68.74866667,0.306889627,0.094019551
0.455851,4.4395,8.0785,67.4785,3.518747198,0.094498275
0.333279697,4.244545455,7.304545455,56.54,0,0.082504561
0.270208762,5.029285714,6.945714286,68.70771429,0.472787514,0.082689867
0.245358667,4.900777778,6.640888889,68.78933333,0.34090692,0.091259292
0.209564222,4.851888889,6.314333333,68.81655556,0.224194744,0.119020752
0.251055037,4.636666667,6.656444444,68.78933333,0.34090692,0.091850015
0.148951685,4.965393258,5.517078652,68.80258427,0.18184364,0.090784657
0.095221704,4.995888889,4.612555556,68.762,0.383321381,0.142791693
0.058548593,4.738444444,3.957111111,68.81644444,0.128599292,0.10380798
0.12288637,4.303333333,5.266777778,68.76211111,0.33608618,0.082085331
0.161128148,3.523222222,5.474444444,68.74855556,0.357254075,0.063930476
0.151766963,2.652555556,5.109222222,68.74866667,0.401710388,0.058684539
0.204468593,1.842333333,6.041,68.77577778,0.252826617,0.062896502
0.222141111,0.979111111,5.946777778,68.78933333,0.220223584,0.077933719
0.237364195,0.498876404,6.014719101,68.76146067,0.385104917,0.065684938
0.216476148,0.343333333,6.208333333,68.78933333,0.220223584,0.058398217
0.130175056,0.192134831,4.953370787,68.72011236,0.438021104,0.052032776
0.078221926,0.035555556,4.244888889,68.80288889,0.180842252,0.046700795
0.069675407,-0.003333333,4.205444444,68.80288889,0.180842252,0.065548423
0.101633111,0.033333333,4.539555556,68.76211111,0.33608618,0.050168356
0.116315778,0.066666667,4.918222222,68.78933333,0.220223584,0.053279074
0.162390187,0.258426966,5.505168539,83.99898876,4.485502922,0.075516723
