active_power,ambient_temp,wind_speed,wind_direction,sd_wd,turbulence_intensity
0.157433333,-1.675,5.2715,19.783,0.378586012,0.061579762
0.098925926,-1.691111111,4.413555556,19.79666667,0.430231189,0.126051705
0.063096296,-1.709777778,3.971555556,25.54722222,8.322411873,0.058633433
0.076592593,-1.826333333,4.135111111,37.75833333,1.010384564,0.082103434
0.053414815,-1.892555556,3.826555556,37.936,1.078296409,0.056132061
0.090674074,-1.856666667,4.293222222,37.731,1.00061672,0.094196183
0.142037037,-1.822666667,4.973111111,37.854,1.093947393,0.063809062
0.130540741,-1.848888889,4.815888889,37.70366667,1.007014109,0.054951849
0.116096296,-1.876777778,4.682222222,37.854,1.062414888,0.07397624
0.065466667,-1.960666667,4.018,37.67633333,0.995696865,0.046546284
0.051748148,-2.022,3.916555556,37.772,1.039773312,0.050044691
0.029866667,-2.130666667,3.439888889,37.79933333,1.064191205,0.057063912
0.036659259,-2.206777778,3.404222222,37.977,1.107076776,0.055092005
0.040118519,-2.259333333,3.699333333,32.03488889,9.024366795,0.059405122
0.01107173,-2.384683544,3.203417722,17.21556962,0.138385812,0.044639405
0.003410256,-2.391538462,2.772692308,17.815,1.166880457,0.031137526
0.003380952,-2.4,2.765,20.62642857,1.199202345,0.026222968
0.043723577,-2.463414634,3.48902439,13.33926829,2.419742125,0.06799729
0.004857143,-2.7,2.927142857,12.46571429,0.464896302,0.047357874
0.000333333,-2.7,2.545,12.29,0,0.036295065
0.010833333,-2.920833333,3.03875,4.5,0.78353713,0.053848606
0.043963964,-3.392297297,3.675,24.03148649,0.867161457,0.072579635
0.042333333,-3.400666667,3.548777778,23.85566667,0.956216855,0.08003959
0.012862222,-3.413866667,3,23.76,1.037664998,0.06104419
0.01075,-3.326022727,3.011363636,23.93704545,0.950511247,0.063347592
0.027651852,-3.314666667,3.216888889,8.899,6.601651147,0.078765444
0.017856209,-3.324901961,3.112352941,12.11745098,5.013700367,0.070899919
0.023542636,-3.291395349,3.232906977,20.21860465,2.717343063,0.057435518
0.007657143,-3.014,2.723714286,24.75371429,4.92628967,0.047380642
0.019183908,-1.978103448,3.017413793,34.41,0,0.092045659
0.004142857,-1.255714286,2.765714286,34.41,0,0.041011234
0.006899225,0.206976744,2.758604651,57.25511628,1.012597725,0.047506609
0.009854167,0.3803125,3.003125,49.899375,2.228994275,0.065684585
0.00944086,1.304193548,2.900322581,49.64419355,0.983943678,0.050017257
0.021571429,1.55,3.226071429,51.57642857,0.230558329,0.071480893
0.00814346,3.763544304,3.111518987,52.02481013,0.755699474,0.046761991
0.044318519,3.405,3.666222222,51.989,0.813176667,0.080148471
0.056614232,3.34247191,3.768988764,46.66191011,8.173982266,0.101855847
0.111637037,3.286222222,4.317777778,34.41,0,0.072883769
0.069051852,3.511555556,3.876555556,34.39644444,0.128599292,0.078278846
0.060488889,3.883333333,3.939444444,34.35577778,0.252826617,0.068236158
0.073071161,2.085955056,4.045730337,34.39629213,0.129319741,0.07927202
0.058222222,1.284555556,3.826111111,34.35577778,0.252826617,0.08057646
0.032777778,2.189555556,3.263777778,34.35566667,0.312898914,0.054505286
0.0118125,2.13109375,3.0346875,34.41,0,0.044657935
0.013177083,2.16515625,3.194375,39.34921875,0.15375,0.033843606
0.011509804,2.054852941,3.207794118,43.00191176,3.756666217,0.056743487
0.004333333,2.985555556,2.823888889,46.98333333,0.674432223,0.049073755
0.026116667,3.02125,3.09925,18.6145,1.025315336,0.074452303
0.05425,3.438181818,3.857045455,91.88329545,140.1423246,0.097043764
0.104666667,1.191888889,4.497444444,338.768,1.824073845,0.125637528
0.153685393,0.589213483,5.273483146,337.2451685,4.077323128,0.082544403
