wind_speed,wind_direction,active_power,ambient_temp,sd_wd,turbulence_intensity
2.9575,6.208369565,0.013927246,8.619021739,4.911672636,0.069530577
2.635,-1.494516129,0.004375484,8.725645161,2.901416091,0.047937667
2.852698413,0.994285714,0.007415344,8.793015873,2.696030962,0.041841072
2.655918367,-0.824081633,0.004894014,8.680204082,2.185994166,0.044404585
3.043611111,0.272638889,0.0159025,8.68875,9.178889434,0.031910052
3.505978261,-6.244021739,0.038575652,8.736195652,3.543511966,0.044437349
3.074032258,4.273387097,0.01789957,8.717419355,8.0190384,0.070036904
3.532608696,-0.021086957,0.035912609,7.87173913,3.766120449,0.036494459
3.657173913,3.981847826,0.042829565,7.794565217,3.98600765,0.048635248
3.529891304,3.616086957,0.045021667,7.77423913,8.657968185,0.073107771
3.961413043,-7.637173913,0.069562754,7.58326087,3.609230634,0.062188843
4.466521739,-0.072173913,0.101435942,7.430217391,6.700333242,0.119690651
4.790217391,2.221195652,0.122906957,7.064565217,5.185241279,0.135543971
3.977826087,-5.290434783,0.070956957,6.853043478,6.726511744,0.058878451
4.187826087,-3.439021739,0.080344348,6.775,7.47826081,0.070632315
4.169673913,3.751847826,0.079199275,6.94076087,5.37702355,0.085452732
5.37673913,0.272717391,0.151109638,6.939673913,5.065321899,0.127549847
4.536304348,-6.214891304,0.102946014,6.892173913,6.258600148,0.143619793
3.858804348,0.291195652,0.06065558,7.250543478,7.507201794,0.11956533
5.354021739,1.450108696,0.139483116,7.373804348,5.372515218,0.131202259
4.642717391,-3.837282609,0.101683406,7.553804348,7.174200741,0.105059996
4.287173913,-1.126086957,0.087706739,7.716847826,9.875347812,0.10985358
3.171666667,0.209242424,0.024185758,8.074242424,15.21323779,0.097441694
4.596666667,3.032222222,0.101602889,8.074888889,8.075675194,0.156170383
4.868152174,2.973586957,0.125912464,8.083478261,4.504063997,0.090928888
4.327717391,3.886086957,0.088747029,7.977065217,8.849857385,0.11867975
3.95326087,-4.256847826,0.061696377,7.907282609,11.6477859,0.129753775
4.398369565,7.906630435,0.09075058,7.986521739,9.464639486,0.148392696
5.34,0.373586957,0.145506667,7.738043478,10.30442885,0.133683836
5.9675,6.469891304,0.207130507,7.531956522,3.121821635,0.123978651
5.806956522,-2.83,0.194459058,7.39423913,3.366019268,0.102850321
5.39826087,-0.578586957,0.171194638,7.54076087,4.081672675,0.127285015
5.078152174,0.476304348,0.154246812,7.522608696,4.520452598,0.127728907
5.193913043,-8.035217391,0.155036594,7.314565217,5.691863767,0.168543351
6.063586957,-0.055978261,0.220472681,7.040978261,4.239656077,0.11102528
5.38173913,2.8275,0.182462319,7.002282609,3.32548786,0.161281251
4.415869565,4.528478261,0.094316594,7.017934783,5.286177483,0.116466111
4.488586957,0.032391304,0.108728551,6.974130435,4.419581893,0.121568149
5.569347826,5.838586957,0.182862319,6.752717391,5.081711787,0.117259863
5.609130435,5.323478261,0.185206667,6.321304348,5.081424356,0.154866106
5.552826087,-0.082826087,0.179407826,6.038152174,5.243907889,0.1307224
5.011847826,-2.071086957,0.129768986,5.938043478,4.219372501,0.097968982
4.37173913,-4.208369565,0.08794058,5.750978261,5.087761069,0.099917842
4.878913043,-9.205869565,0.131310217,5.62923913,3.635727825,0.105564634
4.942717391,-1.536630435,0.13293058,5.541086957,7.407909981,0.122514538
5.204130435,1.424565217,0.158895362,5.395434783,4.37690126,0.152895204
6.087608696,5.875543478,0.243665725,5.282934783,4.195363313,0.163088458
5.614673913,7.306086957,0.177195942,5.056521739,3.788458458,0.123880658
5.055434783,3.1625,0.145853696,4.815869565,4.285765508,0.119036662
4.98826087,4.361304348,0.141036812,4.609782609,3.967959095,0.166992652
5.960869565,4.160434783,0.218274275,4.481847826,3.561296811,0.107143181
5.417608696,7.451630435,0.171789783,4.042934783,5.010374792,0.098153144
5.81826087,3.746086957,0.222623768,3.599782609,4.900355438,0.136555973
7.156987952,-1.01,0.395238635,3.317108434,2.52510758,0.155100916
5.366428571,-1.440714286,0.157593333,2.102142857,3.282040792,0.127343161
6.067391304,-0.999456522,0.267986377,1.787065217,2.823392225,0.202852592
6.843913043,-0.867934783,0.372352464,1.460652174,3.495271386,0.166863551
7.247717391,0.857282609,0.432491232,1.237282609,3.455994666,0.162461504
6.88173913,-2.622391304,0.368769275,1.026956522,3.622924982,0.161649287
7.761413043,-4.522173913,0.534823116,1.01673913,3.01998429,0.153283267
6.710434783,-4.030434783,0.36367587,0.849347826,3.633105992,0.194783858
6.74076087,-1.610217391,0.38016913,0.756413043,2.876927917,0.198768807
7.766521739,-0.022391304,0.521593333,0.499456522,2.885236147,0.21578648
8.847717391,-0.761847826,0.729916884,0.160869565,2.580113691,0.172048335
8.232173913,-0.062826087,0.671812319,-0.073913043,2.741157342,0.250528558
9.457065217,-0.857391304,0.864529493,-0.322826087,2.967447517,0.205368778
9.167934783,-1.180543478,0.819624928,-0.51173913,4.102142663,0.211723213
9.34826087,-2.044456522,0.871950725,-0.676413043,2.819082293,0.212611925
9.46,0.988913043,0.904477754,-0.686521739,3.586817272,0.175323824
9.255978261,-0.377391304,0.864836159,-0.763586957,2.649103879,0.215077356
8.948043478,0.084456522,0.816088551,-0.874565217,3.83776044,0.225450374
10.03282609,-4.137065217,0.948590652,-0.903369565,3.72439494,0.202368397
9.218695652,-5.69423913,0.860826449,-1.019347826,3.679409662,0.219508908
8.771847826,-1.622608696,0.78730558,-0.992173913,3.341204583,0.177752715
9.504673913,-3.553913043,0.924896449,-1.033695652,3.626431042,0.200797606
9.527173913,-5.089565217,0.905988986,-1.114130435,2.536892584,0.227223392
8.706521739,-3.434130435,0.769960435,-1.131304348,3.785405796,0.225810379
8.863043478,-0.474782609,0.761062681,-1.055434783,4.106556933,0.205334144
8.817142857,-3.039120879,0.811495971,-1.042857143,3.536750124,0.204906841
9.18423913,-2.257173913,0.813311812,-1.043478261,3.277098799,0.206664457
9.798043478,-1.049565217,0.913426087,-1.035869565,2.310120549,0.19674389
8.835217391,-0.351304348,0.766979203,-1.054347826,3.377437164,0.209682673
9.269565217,-0.451847826,0.866709493,-1.115217391,2.865704727,0.233171785
8.990434783,0.920869565,0.794256159,-1.130434783,2.688329541,0.191586858
9.220108696,-2.352065217,0.841213623,-1.214456522,3.337657446,0.201130936
8.907391304,-2.332608696,0.817055362,-1.340869565,4.112671352,0.177994469
8.920543478,-2.175434783,0.822274928,-1.368369565,2.986853029,0.187585027
9.121195652,-1.349782609,0.79926529,-1.380978261,3.768921196,0.210776586
8.355869565,-2.330326087,0.673177609,-1.393804348,3.072881545,0.23398525
9.172197802,-0.163516484,0.844221026,-1.411758242,3.274993596,0.195770107
8.949021739,-1.235543478,0.778864928,-1.460543478,3.287496915,0.211603701
9.50576087,-1.5625,0.872344275,-1.497608696,2.900879603,0.205027894
9.535652174,-1.655543478,0.884000362,-1.508695652,2.364755576,0.206310451
8.48576087,-2.688586957,0.72682,-1.526086957,2.490496478,0.230012225
8.98673913,-1.898586957,0.806552826,-1.55,2.426345591,0.215310139
8.458586957,-4.187173913,0.694168116,-1.611956522,2.873672967,0.259131256
6.934130435,-3.737608696,0.408754928,-1.606521739,3.618982727,0.208156092
7.049782609,-9.403043478,0.461761812,-1.672717391,3.683182373,0.216223695
6.84326087,-6.321413043,0.417308986,-1.661630435,4.961527942,0.215341413
6.50326087,-2.905,0.325317971,-1.658695652,5.039881278,0.168338399
6.569347826,-4.032717391,0.333013551,-1.672717391,4.40137943,0.211822412
7.133586957,-4.96673913,0.447854275,-1.716086957,3.467380526,0.194039848
6.333586957,-6.939456522,0.29570558,-1.771630435,4.679123465,0.1588699
5.869673913,-2.549021739,0.256900797,-1.712934783,3.354793539,0.199688868
6.111521739,-4.727173913,0.279330072,-1.756413043,3.19827609,0.185861302
6.280326087,-1.885869565,0.26879471,-1.741086957,4.431161173,0.17155517
6.060869565,-1.219130435,0.270677319,-1.748586957,4.495600451,0.139463088
7.157065217,-7.78673913,0.496002029,-1.858043478,2.948960371,0.146657768
7.362282609,-6.362717391,0.55888558,-1.893804348,2.109362751,0.155219186
6.778695652,-8.894347826,0.45434058,-1.939021739,2.268923986,0.150494733
6.227934783,-8.742608696,0.352799058,-1.974891304,3.194641072,0.143118123
5.382826087,-2.27,0.203308913,-1.922282609,5.131997448,0.151326344
5.427934783,-1.583695652,0.195901884,-1.884456522,4.937524565,0.128469395
6.185543478,-5.275434783,0.297665072,-1.903586957,4.259073937,0.143561716
6.230869565,-3.878043478,0.289792101,-1.916304348,4.648559328,0.133472821
5.714673913,-4.019565217,0.239767971,-1.934347826,4.600302884,0.15799593
5.505326087,-0.514565217,0.201793333,-1.913913043,3.380271272,0.14436984
5.612173913,-0.647391304,0.22933913,-1.90076087,4.276522123,0.154799756
5.821847826,-3.593586957,0.234502971,-1.930652174,3.562859878,0.163536529
5.786630435,-5.878804348,0.258376957,-1.98423913,5.536873764,0.127167007
5.844456522,5.225326087,0.238812754,-1.9675,8.839969476,0.151060678
5.289782609,-2.304347826,0.16253413,-2.010543478,6.430105412,0.122211341
5.525869565,-3.585217391,0.204504565,-2.013695652,5.810879239,0.128800169
7.094565217,4.13326087,0.434261667,-2.023478261,3.061697478,0.127482516
6.075217391,6.470108696,0.275442536,-2.049891304,4.281235442,0.137963214
5.438152174,9.182934783,0.186383986,-2.060543478,4.81246311,0.180046538
5.626847826,-1.272608696,0.212898551,-2.151413043,8.943387866,0.146999006
5.447934783,-1.381304348,0.208045507,-2.106413043,9.70721995,0.163184444
5.445869565,-0.6475,0.209428551,-2.027065217,10.89073562,0.119517969
5.014130435,1.634782609,0.161565652,-1.924673913,4.022963611,0.117335993
4.998586957,-3.165652174,0.160891232,-1.896195652,3.810563485,0.141803291
4.224891304,-7.583695652,0.112087464,-1.86826087,4.691031358,0.129176686
4.64826087,0.302826087,0.127004928,-1.723478261,4.0928612,0.102071984
5.187391304,6.354782609,0.157566812,-1.7,3.888486662,0.101364441
5.480108696,8.970108696,0.181022174,-1.667391304,3.342631553,0.098353984
5.196521739,6.236956522,0.173244855,-1.62826087,4.144374643,0.108634007
4.869673913,3.688804348,0.149325217,-1.60326087,2.626827712,0.105723151
4.936304348,-1.319347826,0.169424203,-1.517391304,3.708125857,0.10052437
4.510652174,-1.317173913,0.128212826,-1.480869565,4.09079678,0.138068786
3.607608696,2.376630435,0.071305362,-1.35,5.975414515,0.123911629
3.640869565,-1.531847826,0.068822899,-1.221630435,2.774831914,0.110084913
3.653804348,-3.930652174,0.07210087,-1.086847826,6.319634988,0.086681744
3.233152174,4.913804348,0.043235725,-0.884347826,5.518037325,0.095196567
3.504130435,-2.774130435,0.045325145,-0.742934783,10.1161439,0.077275644
3.196195652,8.676847826,0.042921449,-0.43,6.742482004,0.098403925
3.162934783,-1.394456522,0.032147101,-0.176086957,6.828121934,0.085764302
3.107173913,-1.967282609,0.021433768,-0.172826087,14.16998508,0.092814524
3.398913043,0.051956522,0.043577971,-0.043478261,5.47068958,0.082583501
3.603043478,0.66923913,0.050656449,0.222826087,7.680495525,0.094698797
3.905217391,5.892608696,0.062548333,0.385869565,5.317495252,0.112864993
4.125434783,-2.032391304,0.07719529,0.426086957,8.915773572,0.121978008
4.577717391,-3.83076087,0.116276957,0.37173913,6.407101011,0.143037114
4.757717391,1.57,0.120969493,0.51423913,9.463464737,0.102538086
4.850217391,7.678804348,0.142962536,0.638152174,3.734087953,0.148763374
4.656304348,7.30076087,0.113028261,0.881521739,6.46976913,0.143068829
4.704130435,-5.095,0.122795507,0.752173913,4.684383103,0.156738012
4.396630435,-4.60673913,0.077467246,1.026521739,11.65608346,0.119012558
4.607934783,-6.2275,0.098266522,1.099130435,5.757230642,0.166171376
4.425869565,-0.320869565,0.081526014,1.187934783,6.933958268,0.13111761
4.30673913,4.248586957,0.076873406,1.234347826,6.414715668,0.10163455
5.2375,2.06326087,0.152397246,1.153369565,5.812233803,0.18389257
5.3225,-1.853369565,0.167743986,1.047608696,7.316006879,0.134813478
5.326847826,-2.319782609,0.151463333,1.038478261,9.354759613,0.159804014
4.829347826,3.29423913,0.116972464,1.246956522,6.231427479,0.136258296
5.266847826,10.22619565,0.157219275,1.378043478,5.165982315,0.142562816
5.288804348,7.226195652,0.168944565,1.419021739,6.232599663,0.156529214
5.385,5.596847826,0.161762174,1.420543478,3.966814242,0.123742072
5.820326087,2.570652174,0.20810058,1.277282609,4.840904875,0.115683495
5.559456522,0.338152174,0.182369783,1.243369565,4.455064763,0.124879633
6.0725,-7.628043478,0.23931029,1.068152174,3.822930019,0.143483981
5.910434783,-3.569565217,0.221387536,1.155,6.258659744,0.17256836
5.688913043,-4.233478261,0.190467391,1.048043478,4.072316196,0.135439224
5.218695652,-4.478913043,0.155779855,1.117826087,6.839361267,0.140580524
6.247934783,0.160869565,0.229113551,0.936630435,6.800346735,0.130382419
6.077065217,0.703152174,0.233586014,0.705543478,4.477492904,0.137548356
5.4475,0.469347826,0.18179587,0.676521739,4.077119163,0.148972219
5.752717391,-3.375978261,0.209921957,0.68,5.519684666,0.166370781
5.828695652,-7.444891304,0.217173261,0.693913043,4.838123897,0.156074072
6.11,-3.960326087,0.262948913,0.650217391,3.800562842,0.135886738
5.644021739,-0.083804348,0.207353333,0.663804348,3.713377907,0.157973049
4.610869565,-1.365,0.110541594,0.683369565,9.394044232,0.123198862
4.661195652,5.281847826,0.10503587,0.666521739,5.846634033,0.120240513
4.152173913,0.722282609,0.07638442,0.666304348,4.743111628,0.105699786
4.853586957,5.854130435,0.125698841,0.582608696,3.67358649,0.142979797
3.613586957,3.742826087,0.043040725,0.514130435,8.190659425,0.087669267
3.8725,-0.692065217,0.072536232,0.327173913,11.00926179,0.107888728
4.891304348,4.456630435,0.133535072,0.277173913,2.949767835,0.115276775
4.480543478,0.397391304,0.109788986,0.133695652,3.189889546,0.10764062
4.773695652,-0.405326087,0.121775217,0.119565217,3.826715934,0.11310973
5.00576087,-2.753478261,0.138957609,0.106521739,2.669272624,0.095438045
4.755,-2.277608696,0.124734638,0.116304348,2.703567594,0.072939922
4.181413043,-0.199891304,0.096972681,0.10326087,4.220890613,0.122836549
3.441195652,0.568152174,0.047412464,0.086956522,5.147466021,0.078754283
3.909673913,1.135978261,0.065018623,0.056521739,4.571293385,0.098959308
3.982282609,2.089891304,0.069532246,0.014130435,3.123653994,0.105434915
4.158478261,-1.665217391,0.079317391,-0.059782609,1.690698197,0.056719005
4.281304348,-1.601304348,0.086793986,-0.158695652,2.553705439,0.061888263
4.569347826,-0.111521739,0.109918261,-0.111956522,2.480386772,0.094734054
4.907826087,0.661956522,0.131897609,-0.036956522,2.764134997,0.10522032
5.245108696,-0.5725,0.161119855,-0.020652174,2.555565624,0.121112466
4.748804348,0.647934783,0.120196667,-0.110869565,4.496181417,0.100239887
4.405652174,1.172934783,0.098066377,-0.167391304,4.086419357,0.141497768
4.786413043,0.354565217,0.119724638,-0.192391304,3.153721825,0.078584112
5.001195652,-4.072826087,0.141679348,-0.310869565,3.623161853,0.090587811
5.637173913,-3.323152174,0.190842609,-0.318478261,3.27013826,0.083514868
6.294673913,-0.755326087,0.258544348,-0.281521739,2.941249436,0.102016077
6.296304348,-0.913804348,0.26505,-0.270652174,2.137467353,0.100269016
5.789782609,0.395978261,0.217642754,-0.375,3.309029624,0.107075988
5.391521739,-0.611086957,0.176837246,-0.382608696,4.186928759,0.095388424
5.832282609,-1.583369565,0.220187971,-0.388043478,2.433897195,0.092076111
5.004347826,3.62923913,0.153299783,-0.4,3.575532615,0.13818436
5.346956522,6.541630435,0.163467609,-0.438043478,2.606545133,0.126227184
5.46173913,4.006413043,0.181643768,-0.484782609,3.316213113,0.105758668
5.401195652,3.51076087,0.178536014,-0.505434783,3.02025224,0.129053239
5.343586957,6.065108696,0.169199275,-0.505434783,4.664145799,0.151808687
5.293369565,5.544456522,0.161295797,-0.55826087,2.636739313,0.097688009
4.559891304,2.604673913,0.104642536,-0.669456522,2.838718737,0.107610195
4.510978261,4.629456522,0.097669203,-0.652826087,4.249042132,0.094799271
4.430869565,0.56673913,0.090487319,-0.672391304,3.554630816,0.096806441
3.672967033,-3.234175824,0.036992601,-0.682307692,4.772537891,0.095166903
4.260217391,-3.869130435,0.078516594,-0.686521739,3.943984055,0.099891344
4.588586957,-4.966086957,0.09788942,-0.670434783,3.476570546,0.090190716
4.423586957,-7.38923913,0.095651884,-0.685326087,4.093747909,0.108059679
5.089673913,-6.74076087,0.137676014,-0.681195652,5.525208809,0.144759451
5.670108696,-6.917826087,0.202792899,-0.67673913,4.378989252,0.124969742
5.642173913,-3.8025,0.187226667,-0.637065217,1.681885797,0.073772289
5.509891304,-1.557173913,0.17230942,-0.657608696,2.337559226,0.068547422
4.814891304,4.528043478,0.122183696,-0.689021739,3.316874021,0.130589066
3.787173913,-0.161956522,0.054439275,-0.711956522,7.905748255,0.104187468
3.672826087,2.07826087,0.052304348,-0.716304348,5.466903539,0.119091214
4.18076087,5.756413043,0.071103913,-0.699565217,2.52826813,0.092600723
4.221956522,4.223369565,0.081286377,-0.710326087,3.120242058,0.122527829
3.055,4.918108108,0.018767117,-0.706351351,5.537280544,0.068376853
3.2475,6.071847826,0.020219275,-0.664456522,3.584856712,0.081094506
3.190449438,2.391797753,0.017229288,-0.671011236,4.850029888,0.071092792
3.283636364,4.504431818,0.020946515,-0.538181818,6.865326483,0.075449291
2.851428571,0.630714286,0.003780952,-0.5,4.792896128,0.039481853
3.432,1.907111111,0.023982815,-1.285111111,3.779003369,0.07138103
3.271964286,-2.925,0.015759524,-1.620178571,5.309872452,0.080747439
3.939,2.707375,0.05669125,-1.4235,6.815303098,0.103313499
3.086410256,7.615384615,0.006642735,-1.635641026,8.691283245,0.070533913
2.930263158,5.144736842,0.005210351,-1.847105263,9.458362448,0.074628788
3.155342466,-5.726712329,0.017355708,-1.66739726,8.198018571,0.075066827
2.803292683,4.207317073,0.007785285,-1.640853659,6.050015825,0.047959966
2.925636364,-1.445090909,0.007864,-1.698545455,4.701754547,0.067472003
3.312173913,2.688152174,0.029102391,-1.504021739,12.84073069,0.09271216
2.791323529,5.779117647,0.00762,-1.491029412,7.412429202,0.062662159
2.437727273,3.835909091,0.004229697,-1.495,7.855273245,0.048505647
2.255,1.045,0.004953333,-1.39,0.247487373,0.022025733
3.648181818,0.275584416,0.055183723,-1.454415584,14.30908797,0.123439109
4.054021739,0.419565217,0.078027536,-1.368804348,7.137382306,0.075042986
3.805978261,0.892717391,0.056873623,-1.373586957,6.031727488,0.071316547
3.63923913,-2.811956522,0.048740507,-1.219891304,3.690901566,0.070699776
3.21576087,-1.273152174,0.025341957,-1.168478261,13.95546739,0.075400752
3.782065217,-0.049673913,0.05879471,-1.110869565,5.384911042,0.069453612
3.918695652,-6.234673913,0.070662826,-1.118478261,6.47346697,0.076393467
4.063043478,-2.699021739,0.081236014,-0.978695652,6.511857158,0.086062429
3.829782609,3.820326087,0.060715725,-0.754565217,7.411922153,0.093469542
3.538586957,-4.254021739,0.040124058,-0.767717391,8.364263078,0.075587113
4.082826087,0.890217391,0.08340442,-0.577934783,10.23136225,0.101370402
3.73173913,2.61173913,0.060177101,-0.432065217,3.897852497,0.09311199
4.236413043,-3.48,0.089375072,-0.458695652,3.097975589,0.092739157
3.872065217,-6.351195652,0.068313696,-0.190217391,5.931530359,0.088434372
4.070978261,-0.41076087,0.079924348,0.09673913,9.289006646,0.080281315
4.027608696,0.477934783,0.074293188,0.282608696,6.639944151,0.083607843
4.460543478,-7.487173913,0.106036449,0.260869565,4.598743815,0.09258992
4.951195652,-4.181195652,0.133162246,0.499673913,5.739736725,0.111661187
5.080543478,1.867173913,0.147853188,0.834456522,5.378471601,0.134756666
5.518369565,-2.215326087,0.183779275,0.9075,2.835922414,0.080589104
5.502173913,-1.880326087,0.194725362,1.17923913,5.233315813,0.114451535
5.2475,-5.67076087,0.15605058,1.696956522,6.680568876,0.132112736
6.251413043,-4.997934783,0.271020942,2.01576087,5.813082543,0.171038443
5.696521739,4.053695652,0.212761449,2.365543478,9.032871316,0.184466954
5.138478261,5.309782609,0.148270072,2.337934783,11.9841949,0.157381109
4.687142857,2.913186813,0.117619194,2.355714286,10.36999634,0.190712081
4.434565217,-8.31923913,0.085737681,2.438586957,11.66415597,0.169225482
4.149764706,0.906117647,0.068079922,3.068941176,8.005641031,0.161292213
5.057666667,-5.341888889,0.128067185,3.885666667,14.28250316,0.143153653
4.870652174,1.709021739,0.130434638,5.036086957,14.59930919,0.216282946
6.258369565,11.10228261,0.250614855,5.07576087,6.909728944,0.194369063
4.251153846,4.884615385,0.086641282,5.081025641,11.34246482,0.177039645
4.665555556,-0.988888889,0.100757926,5.575333333,16.16305188,0.164963782
4.898369565,3.249021739,0.13350942,5.861847826,17.73400502,0.184605694
4.653666667,-0.131555556,0.099190593,5.594888889,13.09061143,0.141464353
4.928043478,-3.409891304,0.142590507,6.039347826,11.88898701,0.167142855
5.184891304,1.532065217,0.162399348,5.926521739,10.87616797,0.138522336
4.836956522,7.818586957,0.106806957,6.307608696,8.26491972,0.14880422
4.624,2.054444444,0.110880889,6.555111111,11.33589587,0.224113168
4.569550562,1.346179775,0.095155356,6.703370787,14.2749038,0.166881346
3.789347826,-3.068043478,0.068514203,6.831521739,9.91092041,0.155095206
4.214891304,-4.482826087,0.099486377,6.327282609,13.34001041,0.123832499
4.569347826,1.030652174,0.093883623,6.293369565,15.54797049,0.13663083
6.036847826,-3.929782609,0.248968913,5.733043478,7.424288618,0.161734102
