"time","wind_speed","wind_direction","ambient_temp","terrain","active_power","stdeviation","turbulence_intensity"
2015-03-07 00:07:00,7.09221052631579,43.9206850355421,0.414736842105263,4,0.379969684533333,0.174796499148206,0.13018467291394
2015-03-07 00:17:00,7.061,54.596900852161,0.7633,4,0.36065746742,5.46434120451982,0.0975800943050395
2015-03-07 00:27:00,6.32111111111111,57.2348669318525,0.791919191919192,4,0.254654073818182,1.06631563979609,0.11444140343601
2015-03-07 00:37:00,6.3823,57.138217605649,0.7743,4,0.263790534033333,1.05419431539701,0.0670995003408803
2015-03-07 00:47:00,6.095,57.574240254664,0.7806,4,0.219791400266667,1.05587842566017,0.052875053266604
2015-03-07 00:57:00,5.30272727272727,57.5529549408717,0.792222222222222,4,0.154129562323232,0.96477373002535,0.0481224637372816
2015-03-07 01:07:00,4.22979797979798,58.5439197216293,0.774848484848485,4,0.0836421545050505,3.89526156121651,0.064132234116258
2015-03-07 01:17:00,3.4377,68.14784061644,0.8151,4,0.0448940000666667,0.121116130600001,0.0461201973380136
2015-03-07 01:27:00,3.0213,68.075170327566,0.7961,4,0.0339392666333333,0.39462970093763,0.0590480846444141
2015-03-07 01:37:00,2.8389898989899,68.1232503717424,0.792626262626263,4,0.026922760976431,0.208673642212927,0.0353195798475225
2015-03-07 01:47:00,3.0714,68.08728255114,0.8357,4,0.0328674001533333,0.289083924754853,0.0403159797497715
2015-03-07 01:57:00,3.11489130434783,61.2088303114337,0.82304347826087,4,0.0320802175072464,4.26375807646838,0.0610744964865185
2015-03-07 02:07:00,2.9495,65.543805720344,0.822,4,0.02541633344,3.92833448307474,0.0571578042138509
2015-03-07 02:17:00,2.93525252525253,67.8173987820323,0.782323232323232,4,0.0258583163703704,0.754999162266153,0.0443351120241575
2015-03-07 02:27:00,2.656,67.869272295032,0.74,4,0.0172587332666667,0.623547069263266,0.0372584914355028
2015-03-07 02:37:00,2.9469696969697,67.9397395412525,0.646767676767677,4,0.0266177775959596,0.608388622052308,0.0544689559535321
2015-03-07 02:47:00,3.3345,67.227346049928,0.565,4,0.0380404666666667,2.59286598375284,0.0427508546038967
2015-03-07 02:57:00,3.30393939393939,57.1859308131687,0.528282828282828,4,0.0377752862154882,1.04988251299698,0.03993997375082
2015-03-07 03:07:00,3.11987179487179,56.8711361336821,0.5,4,0.0324784614358974,1.06008634476079,0.0377617614947901
2015-03-07 03:17:00,2.926,57.5823164270778,0.48,4,0.0309528890518518,0.979888605024824,0.0313951981070087
2015-03-07 03:27:00,2.83571428571429,56.987439179502,0.430612244897959,4,0.0185130611972789,0.997087998902116,0.0264538745058796
2015-03-07 03:37:00,2.53565217391304,56.7327364092652,0.360869565217391,4,0.00555681153623188,0.95410879140586,0.0284677490391688
2015-03-07 04:57:00,1.29024096385542,19.2753070183819,-0.453012048192771,4,0.000902409638554217,0.776026384236125,0.0150420475526339
2015-03-07 05:07:00,1.72315789473684,23.1475123150566,-0.5575,4,0.000639473684210526,9.78349135088525,0.0329604053166117
2015-03-07 05:17:00,1.68051546391753,52.7268783469763,-0.448453608247423,4,0.000437800687285223,3.46401527509188,0.0394332571868811
2015-03-07 05:27:00,1.2771,55.3115650153,-0.39,4,0.000676333333333333,0,0.0551935008954014
2015-03-07 05:37:00,1.40464646464646,55.3115650153,-0.434848484848485,4,0.000642962962962963,0,0.0604499098131043
2015-03-07 05:47:00,1.9795,43.909625156677,-0.419,4,0.000356,18.2333137713299,0.0783997476054938
2015-03-07 05:57:00,2.45564285714286,10.4583016182593,-0.433285714285714,4,0.00058747619047619,2.60921597192835,0.060846896832232
2015-03-07 06:07:00,2.05065934065934,2.44952647228571,-0.571428571428571,4,0.000472234432234432,0.728626203703324,0.0591164079940336
2015-03-07 06:17:00,3.24977528089888,5.37770650343147,-0.779662921348315,4,0.000700898876404494,4.54257418027214,0.0752812950422116
2015-03-07 06:27:00,3.08788235294118,14.4228119048588,-0.707176470588235,4,0.000491607843137255,7.82499881173918,0.0995413598319778
2015-03-07 06:37:00,2.60933333333333,18.9707115886156,-1.04866666666667,4,0.000611185185185185,3.345771319862,0.045005274675155
2015-03-07 06:47:00,3.77989130434783,15.1608493442533,-1.0479347826087,4,0.000467101449275362,2.42121075728168,0.117158234384175
2015-03-07 06:57:00,3.96481927710843,24.0860977699639,-1.03301204819277,4,0.000600080321285141,11.6845641639088,0.088259920072236
2015-03-07 07:07:00,3.84314606741573,26.1442562594584,-0.68752808988764,4,0.000495430711610487,3.28378841050843,0.0679288675233156
2015-03-07 07:17:00,2.96211764705882,20.0965307270859,-0.676705882352941,4,0.000639764705882353,3.96098658506841,0.0538757624166053
2015-03-07 07:27:00,3.07096385542169,26.970325332453,-0.607228915662651,4,0.000427710843373494,5.58238330965986,0.0608924292706072
2015-03-07 07:37:00,3.10953488372093,19.86879339685,-0.319302325581395,4,0.000645891472868217,0.455021728846213,0.0613932904842038
2015-03-07 07:47:00,2.88191011235955,11.2503971814113,0.554719101123595,4,0.000366816479400749,6.42583743910157,0.0460749686795645
2015-03-07 07:57:00,3.83571428571429,7.16082695820818,1.89244897959184,4,0.0548308843605442,0.808903950830642,0.0486383381481229
2015-03-07 08:07:00,3.8692,7.38823440416001,2.3963,4,0.0639895331866667,0.596349633703761,0.0329725048512182
2015-03-07 08:17:00,3.29545454545455,7.39802181290102,2.45090909090909,4,0.039177643016835,0.616054534931492,0.101003397561981
2015-03-07 08:27:00,2.9809,7.29133905762401,2.6615,4,0.0228825332933333,0.711466190714984,0.0840559818694911
2015-03-07 08:37:00,2.96626262626263,6.21079017404747,3.18787878787879,4,0.0237175083636364,2.68795627073759,0.0622913111210111
2015-03-07 08:47:00,3.10978723404255,5.1510742197064,3.25340425531915,4,0.0352307092624113,1.57740798238518,0.101834871815747
2015-03-07 08:57:00,2.75855263157895,6.89386798470002,3.94671052631579,4,0.0192141227982456,0,0.0972036788547825
2015-03-07 09:07:00,3.14847058823529,13.2546781803518,4.34870588235294,4,0.0343105098431373,2.35447316888801,0.126736409559625
